"","ID","Footfall"
"1",3725712,1073.36790626998
"2",3725812,1166.58905159222
"3",3725912,1107.06287475151
"4",3726012,1008.30466361431
"5",3726112,1021.36736328136
"6",3726212,1044.408967531
"7",3726312,1003.29544963738
"8",3726412,1081.52518309644
"9",3726512,966.057540104648
"10",3726612,1052.87259595449
"11",3726712,1132.95725253943
"12",3726812,1016.49859104761
"13",3726912,743.845686851129
"14",3727012,681.197699121623
"15",3727112,787.190813217827
"16",3727212,820.39439410346
"17",3727312,1042.27138349115
"18",3727412,997.595621953541
"19",3727512,1066.12105518145
"20",3727612,1078.41197163164
"21",3727712,1077.31432314245
"22",3727812,1022.92620208251
"23",3727912,942.951188068366
"24",3728012,878.546365804435
"25",3728112,1002.95071546403
"26",3728212,973.566564073289
"27",3728312,789.201150703215
"28",3728412,719.062994748064
"29",3728512,743.648068942522
"30",3728612,719.220122624638
"31",3728712,657.690089161761
"32",3728812,807.183303293848
"33",3728912,880.395048471421
"34",3729012,937.45882104696
"35",3729112,935.651587165064
"36",3729212,821.286179176936
"37",3729312,744.966650354455
"38",3729412,825.795479892354
"39",3729512,833.882592615447
"40",3729612,823.29138283418
"41",3729712,793.121849532597
"42",3729812,927.095476634739
"43",3729912,966.861347552748
"44",3730012,981.902869325998
"45",3730112,981.869449159303
"46",3730212,1049.81419804059
"47",3730312,1061.30401108666
"48",3730412,1113.39548547307
"49",3730512,1017.52980708545
"50",3730612,1058.51105087938
"51",3730712,1140.95840407251
"52",3730812,1110.42947261105
"53",3730912,1082.41139813601
"54",3731012,1070.30109093499
"55",3731112,1034.55783045931
"56",3731212,954.84164986191
"57",3731312,1037.66406251618
"58",3731412,980.884604290953
"59",3731512,881.578039487947
"60",3731612,934.264212353052
"61",3731712,809.149632130929
"62",3731812,984.423435014672
"63",3731912,1001.44045957809
"64",3732012,843.143801119645
"65",3732112,871.546275002515
"66",3732212,1077.31609741294
"67",3732312,1103.35632230019
"68",3732412,1132.01100985158
"69",3732512,1061.57089086405
"70",3732612,1064.49346975055
"71",3732712,995.865972681589
"72",3732812,1038.95399480129
"73",3732912,925.946457632063
"74",3733012,1093.00798063516
"75",3733112,1115.02009864163
"76",3733212,1177.70839091268
"77",3733312,1076.60366718024
"78",3733412,1085.47835102377
"79",3733512,1098.0195558023
"80",3733612,1050.95709787685
"81",3733712,995.222703361816
"82",3733812,992.917567508676
"83",3733912,1021.55353573486
"84",3734012,1020.71994931324
"85",3734112,1011.62637012838
"86",3734212,1053.53114953707
"87",3734312,1084.36636654964
"88",3734412,1059.78966229476
"89",3734512,1053.30271951921
"90",3734612,1011.15830853064
"91",3734712,1095.05662947839
"92",3734812,1139.00832760487
"93",3734912,1145.74191056871
"94",3735012,1113.25002204248
"95",3735112,1155.42372148595
"96",3735212,1029.38654514485
"97",3735312,1006.11558580959
"98",3735412,1167.9655130147
"99",3735512,1167.40204418331
"100",3735612,1151.40859593445
"101",3735712,1098.94583133645
"102",3735812,1086.45786444115
"103",3735912,1055.23929247011
"104",3736012,1055.84078167424
"105",3736112,1071.03522113737
"106",3736212,1041.65074743776
"107",3736312,1135.65919632913
"108",3736412,1164.19053745942
"109",3736512,1174.24159845945
"110",3736612,1159.88512283015
"111",3736712,1084.74503991364
"112",3736812,1145.01188779452
"113",3736912,1207.2510722236
"114",3737012,1132.72590339234
"115",3737112,1132.63138722893
"116",3737212,1198.30142113212
"117",3737312,1166.37388595995
"118",3737412,1134.29278630904
"119",3737512,1129.72762149703
"120",3737612,1182.99337159556
"121",3737712,1322.1977256773
"122",3737812,1272.92718693684
"123",3737912,1189.97522614782
"124",3738012,1229.1424900035
"125",3738112,1161.4041349504
"126",3738212,1330.69861322692
"127",3738312,1370.03187314135
"128",3738412,1346.92160004899
"129",3738512,1306.12265666661
"130",3738612,1259.12972453627
"131",3738712,1324.1917103206
"132",3738812,1225.30296520942
"133",3738912,1264.00405296451
"134",3739012,1263.33113773571
"135",3739112,1149.10248210205
"136",3739212,1169.75644212459
"137",3739312,1376.2411041539
"138",3739412,1416.30537165566
"139",3739512,1321.24791772628
"140",3739612,1141.55297674256
"141",3739712,1239.65971523826
"142",3739812,1263.07593993051
"143",3739912,1237.08855569811
"144",3740012,1265.4454349893
"145",3740112,1305.34920608332
"146",3740212,1380.53768257774
"147",3740312,1329.20333736386
"148",3740412,1299.74876981244
"149",3740512,1308.45294234352
"150",3740612,1343.59383816742
"151",3740712,1252.20468259052
"152",3740812,1274.90775713423
"153",3740912,1256.23263689154
"154",3741012,1355.61419090433
"155",3741112,1279.04033728484
"156",3741212,1328.63428945742
"157",3741312,1409.9440202158
"158",3741412,1465.92646198696
"159",3741512,1437.17233990387
"160",3741612,1427.85722040994
"161",3741712,1335.28323617555
"162",3741812,1364.58984878851
"163",3741912,1302.29286763908
"164",3742012,1329.52517614066
"165",3742112,1381.16838799571
"166",3742212,1457.96891405636
"167",3742312,1428.51424932984
"168",3742412,1468.34193390102
"169",3742512,1371.11309430561
"170",3742612,1456.05003172196
"171",3742712,1514.65286389963
"172",3742812,1395.67625227809
"173",3742912,1432.96615604839
"174",3743012,1450.59756987771
"175",3743112,1319.96759252913
"176",3743212,1353.34924033316
"177",3743312,1424.45773735039
"178",3743412,1435.23670473305
"179",3743512,1503.6133839081
"180",3743612,1432.6397258393
"181",3743712,1409.86274943425
"182",3743812,1520.38281935023
"183",3743912,1621.24408249827
"184",3744012,1538.33970660536
"185",3744112,1690.4462102104
"186",3744212,1448.41642228833
"187",3744312,1519.04461664431
"188",3744412,1587.57545905544
"189",3744512,1471.53186365745
"190",3744612,1517.9725692428
"191",3744712,1495.26901398123
"192",3744812,1442.64957596139
"193",3744912,1397.63449202842
"194",3745012,1392.98490173777
"195",3745112,1407.94920996301
"196",3745212,1453.40821126718
"197",3745312,1440.37995185214
"198",3745412,1466.75560221122
"199",3745512,1422.15349250611
"200",3745612,1372.45809789167
"201",3745712,1499.63749346058
"202",3745812,1443.15019695431
"203",3745912,1441.61878068553
"204",3746012,1563.44460626615
"205",3746112,1613.34657211972
"206",3746212,1557.19071141882
"207",3746312,1546.51261184167
"208",3746412,1574.68388914388
"209",3746512,1453.27337399686
"210",3746612,1441.40511351764
"211",3746712,1476.7532902737
"212",3746812,1537.18737366993
"213",3746912,1609.43213487033
"214",3747012,1454.73650797083
"215",3747112,1473.18725077212
"216",3747212,1492.24634132522
"217",3747312,1527.36653771417
"218",3747412,1442.67967168315
"219",3747512,1469.4039369632
"220",3747612,1464.33711262244
"221",3747712,1462.92616123683
"222",3747812,1395.74521171576
"223",3747912,1459.08348889212
"224",3748012,1631.53508145196
"225",3748112,1606.82337730249
"226",3748212,1611.44433910607
"227",3748312,1504.6852027865
"228",3748412,1479.59917713855
"229",3748512,1573.48791915123
"230",3748612,1670.17366302794
"231",3748712,1563.86437050463
"232",3748812,1520.73759053017
"233",3748912,1474.36283181122
"234",3749012,1509.50873479128
"235",3749112,1449.9940638977
"236",3749212,1585.18138689912
"237",3749312,1478.66617437608
"238",3749412,1377.06714357388
"239",3749512,1531.21334537307
"240",3749612,1487.57188142417
"241",3749712,1556.46253665938
"242",3749812,1452.89844853804
"243",3749912,1401.51151441951
"244",3750012,1443.6272158408
"245",3750112,1471.14657433635
"246",3750212,1463.70217688386
"247",3750312,1490.50571257422
"248",3750412,1389.54257107084
"249",3750512,1415.04246180419
"250",3750612,1464.82917621579
"251",3750712,1439.29862775491
"252",3750812,1528.92189374791
"253",3750912,1490.12772603771
"254",3751012,1420.51099981741
"255",3751112,1388.17015565768
"256",3751212,1388.74183060546
"257",3751312,1371.98124641613
"258",3751412,1395.99349390452
"259",3751512,1387.40371850459
"260",3751612,1365.80248164826
"261",3751712,1332.40036422165
"262",3751812,1298.10653737137
"263",3751912,1413.89322227961
"264",3752012,1349.47579779418
"265",3752112,1277.90613960729
"266",3752212,1275.95313270526
"267",3752312,1247.32586742946
"268",3752412,1370.43807750963
"269",3752512,1374.19288356234
"270",3752612,1283.09262566385
"271",3752712,1364.54864719119
"272",3752812,1322.6158864982
"273",3752912,1473.11365645495
"274",3753012,1332.89126422933
"275",3753112,1330.45610080146
"276",3753212,1304.71730959732
